CalatogId,UserId,Rate,
1756,"70c308b5-f579-4e2a-9023-10cfaa3ab4ff",18,
3848,"58898bef-734a-4124-b256-c81b042aa27d",52,
2236,"63af88ff-210c-4dda-be46-c66339cab08a",63,
5421,"7ac0e4ce-71ac-44b2-82d4-8736989cb7bc",52,
555,"ca4fa2b7-f0a0-48f7-bdab-7a34a9a01eba",1,
399,"8e2f1020-e0b3-40d4-aab9-b70a11b12341",68,
1169,"52d44c12-6fde-4c49-b416-c1cf6ee9df3d",18,
3281,"12959286-b186-4107-82b1-3016581c393c",66,
5548,"0de8eafc-d8a0-47f4-9470-40e02165df8e",44,
651,"2e9e0ab6-ac2d-40d3-9335-dfe33a2dd900",84,
2580,"ee04ecf4-d5b3-4628-b41b-23dd983bce0f",56,
658,"263c5c90-b903-452d-ba4c-1949ce64ac9d",78,
841,"be9382f7-658c-402a-8055-e3f9c59ed303",39,
3027,"0214a8e2-8371-4c62-a788-530f00846856",77,
903,"bac31c26-863b-4a04-8057-85021cb9622c",38,
4328,"ee04ecf4-d5b3-4628-b41b-23dd983bce0f",44,
2391,"0df49848-d35c-4856-936c-9407e5acf817",9,
2006,"efd57dfc-e3d1-4bff-b056-9eedfcf7df2b",29,
1116,"bfb1bd07-7f24-443a-9e7e-10a2811d92f1",21,
4758,"c3f812e5-2689-41f8-9f5c-4d20ae53eb3d",32,
1316,"dc67e603-1fbd-461f-b9dc-d65de452e28b",60,
698,"665c76bc-e48f-4cf5-813f-11f76410ba8b",39,
3448,"07dd7eda-1a9c-446b-9342-7e7d386f4600",5,
3017,"4fcea6e6-9757-4bf1-9875-808441e6ea16",73,
5008,"bc7e205c-d66c-4ed8-9e5b-eec0d9eef7e7",3,
4994,"f0e4683a-a43f-44da-934b-1d322e69a83f",23,
2980,"d6c1ab09-0261-464a-8721-62f633441df2",23,
3446,"2e9e0ab6-ac2d-40d3-9335-dfe33a2dd900",77,
5177,"0251fa3a-35c0-4e42-ad44-80c12cca9864",19,
750,"73e8f031-8628-48fa-b3fc-52381292db59",91,
3330,"16663c95-a17d-4f6a-a0cb-0d3c55f44d2c",23,
1583,"c9773ea0-7b9f-4f1e-89d2-e35d1699ffba",81,
696,"7ecf9889-a68d-47e6-87a5-73e1a833716a",61,
4306,"c4c8563b-bae4-4ab5-a54d-be4fb5eefc5e",66,
1875,"181a92f0-e452-49b7-bca1-872e8f6ba005",28,
1862,"d1b79ede-0aed-4c58-baa4-e13fe49d4032",42,
4809,"ebba9257-5c3c-46d8-8402-986ffbb0a265",35,
5160,"02ccf11f-bb69-41f5-9315-b88e38672bcc",42,
2148,"f6cf514f-b8b6-4a7a-a679-f03a79fef233",39,
1507,"7007386f-1d95-42b7-89c0-e54c521afb50",46,
1446,"4bddb5b8-bd90-448d-a18a-c63d70b83d08",9,
1151,"5f5fd508-b7b0-4149-a35b-c1f1979130e6",92,
3203,"aeca4ac8-f7db-4d0d-83fb-96caa57adf53",76,
1090,"c8603af8-fe7b-4a54-ae5a-d835890f44bf",86,
511,"03e5d542-55ae-4d88-85db-2d281b5b2170",95,
2833,"f0288583-c9af-44f0-9a8d-44408758eeb4",72,
2675,"767fb6a9-7dac-4a28-b2d7-b810c19bab94",32,
4115,"3fde0c23-0e65-44fb-92d8-f5de06e2a2e3",41,
4703,"34fa8a8f-34af-442d-8e12-b47c8e407cff",94,
3632,"e55095a8-c3cc-4901-af8c-8f3af98dfd02",7,
3252,"c306e7a7-0f4f-4fcb-a306-74e134318306",9,
4236,"efb43d52-a226-4381-888e-a9ed6f82747b",45,
4526,"abed2c13-dd91-43ab-84ad-d7c62dbda9e1",76,
5398,"433e2985-107c-4318-adbb-a79525d60ce9",31,
1900,"65d51ea1-30b8-49e0-8b03-86b6864b3ba3",96,
3195,"433e2985-107c-4318-adbb-a79525d60ce9",9,
4724,"2e93ebad-5be6-4b92-a984-45fc01cc974e",40,
2850,"ef89f36a-7bb1-4c94-9887-94e47efa4b98",65,
3297,"5e8512af-4a7c-4917-9de4-d1571b353d2a",55,
715,"08f08a0b-9186-4ff0-ba95-127ccb43df63",58,
1247,"23bd9bab-58cf-4886-9627-84d14ec543a7",94,
3744,"7190c990-58ab-4ea9-ad3e-bb3cc9b12bd9",22,
1338,"bc8ce23c-a2f3-429c-a68e-727dd49d81dc",7,
5491,"a562cc25-897f-48ec-9a58-8b19bf986d38",88,
4558,"e1c8cec0-096e-47b7-b162-8d7d499b38b4",41,
461,"fb46ce69-5721-4943-9dad-5cab9fbfc6b2",9,
1726,"e0db22f1-352c-4124-af74-b282cc80282d",8,
132,"b9fdac26-bf44-4fda-a323-3735c99ae116",52,
3245,"2615d3cd-305f-4032-b79f-b3c025b1cc56",0,
4543,"3c9542da-e75b-4d38-ac71-b64364cdd4a0",96,
3461,"06fbdc21-d416-45de-9583-aabd68ff6751",19,
937,"7cf2b61f-c271-467c-ae30-6c53d37ec904",17,
996,"1de00110-9c5e-495f-9878-9fd88439c09d",76,
1331,"a819d3cb-e764-4327-8739-d96f8b19c30d",1,
2480,"82ad02c8-1dee-4896-9183-17a44173feb1",42,
1090,"9bb1f898-3577-48cb-b7c5-b61a3831ecca",0,
3517,"c6477ca9-ad19-480e-951b-738786af5bac",52,
5008,"8a6326d7-9305-40d8-a112-2c6f8720cf65",70,
1320,"9e8fb5d0-5c92-4a31-8d1f-8773e5a3e20e",50,
5043,"176e4ab8-bc58-4d98-9336-52406dacbbae",73,
3115,"b9f188b9-6fdb-4259-a9f4-7b808bcb2eea",41,
342,"8e8f25b2-5bc5-469a-8602-24215c6b454e",39,
3018,"bbe36678-bd4e-4868-87a2-a0b000a3af9a",48,
4979,"b0081c0e-ceb1-43a7-8926-430c3988ba0e",40,
1087,"95b3f3d0-19fa-4f60-835b-201256b11ad0",90,
4272,"59f50447-4e7f-432e-b1aa-a50d1b561383",69,
728,"a7e37059-225b-4e81-849f-b8b058e6541c",78,
422,"2ff105a1-3878-4cc7-be87-ccdacb376fd9",74,
39,"fca2c2c9-fb6a-4230-b40a-5ed02f5fbfa4",87,
2692,"4fcea6e6-9757-4bf1-9875-808441e6ea16",58,
1225,"3e45a011-37a2-4a5a-ab6a-a4f4b83fc300",22,
3896,"e55095a8-c3cc-4901-af8c-8f3af98dfd02",24,
2838,"70713547-abe2-468c-8676-b975122e5575",45,
4362,"67efbfa3-47b9-42ff-944b-2e9241660e84",92,
3964,"5c32b6d7-6cc0-4778-8366-498aaa4c5b49",2,
2717,"f6ca721b-0954-493f-937b-4713638d6a6c",8,
1183,"9279321a-0725-4d40-9994-815c5ee557c7",63,
3806,"0d19da7e-437d-4e20-976c-199700dc5f18",61,
2396,"5bee4490-5a81-473d-8882-d0cb3362f4c1",91,
473,"c9773ea0-7b9f-4f1e-89d2-e35d1699ffba",23,
4566,"eb00fca3-ac18-4e14-9edf-d26acbbdb55a",89,
1164,"c191ec5a-2aa5-47cb-a6ac-080be155d736",13,
1161,"a5f1b3cb-1aea-47d9-a3fe-28a925dd7629",71,
116,"f67c64dc-ac69-44a3-8ed4-9e2876f516a6",50,
1542,"9a08c2ef-a56f-4dd6-af89-15a579abd1f0",72,
2351,"2fedbe88-e15b-4f24-8aef-ae558360584b",64,
804,"afd2abd6-537f-4212-84bc-aca7e2b0cafa",52,
3863,"319d0e40-481b-49c2-be9c-cb575dd75bbc",85,
4667,"5a0b3495-066a-45a0-b43b-ff50a5e6d7dd",78,
2103,"267a3959-b030-40d1-b6ab-424740808f54",20,
3450,"c3726781-5abe-4ca6-a377-f3cd77ddfb08",8,
4206,"5413a3c8-31fb-4d69-a2f9-69de68b5fae4",95,
633,"b0c6e974-095c-4670-853a-1faeb2624958",74,
4822,"3fde0c23-0e65-44fb-92d8-f5de06e2a2e3",22,
2510,"bbc07a2d-a95c-41bc-a986-1242057daac9",95,
2890,"15522eab-785c-4247-a8e9-18882d409ec3",95,
3689,"07a5eb7c-0c68-4fb0-92d8-680edd07f382",46,
268,"2fedbe88-e15b-4f24-8aef-ae558360584b",45,
3988,"cfd75f8b-b5f3-473a-923e-bb3882e402e8",68,
3749,"06e51cf7-92ce-4f0b-bffb-caecaa9d31ee",61,
4316,"e4d0f960-89d1-4ad7-9fd9-8584687a94a8",85,
2405,"6ade8e5e-9d12-41c1-b59b-aa74178f51d1",0,
2637,"16e351b4-4c56-402c-845b-72ec627431f1",51,
1507,"a9a2c95d-1221-48d2-a51e-6fd44bb2b7da",56,
3918,"4eac8a1d-f231-4f9d-ae0b-dd7423c92e42",51,
65,"12959286-b186-4107-82b1-3016581c393c",19,
2134,"5bfa5850-5129-4ac0-9b6d-48fde5b505d2",40,
4768,"49374652-c4fc-4d90-8d54-aa90d8e3185c",50,
3467,"bbe36678-bd4e-4868-87a2-a0b000a3af9a",36,
1213,"50f4f0f3-4baf-4ce3-8b32-63478be8fffe",99,
5533,"2e2659ef-b898-4130-bb9c-72fb3295f15c",90,
2904,"d437ef0a-58eb-4f41-abbe-88bb92bbc41e",79,
3021,"ed388a06-28ac-4415-8936-eca4a664fab1",77,
3570,"99b343f3-46cd-41e6-817e-0c79b0d83792",12,
4526,"c004ecc4-2caf-4ce1-af9c-a7cb46fd8256",96,
3450,"fb22ebe8-89f3-41a9-b390-962b97585525",79,
2189,"771411bb-af98-4d23-b4cb-09458ac89c55",52,
295,"1067914e-b629-4009-b3c0-affb0684dfe1",5,
2389,"22aefb59-7f89-4997-8962-163c43b23d20",66,
3100,"e35cf7c7-7ef9-4f10-b79f-ee4f483475af",34,
3963,"c9bf1d40-0b5f-498d-9fcc-097665c696e8",13,
3031,"203d2655-2163-4cbd-9772-2fc3bade9fe1",9,
754,"441f4920-6855-45a1-a4c2-01492d90ef1c",98,
3228,"4fa33ff0-89fb-4b0a-bb04-dc9065d037d5",29,
83,"0df49848-d35c-4856-936c-9407e5acf817",58,
279,"d2f8160f-7f86-4636-9b52-32a49828639a",78,
3549,"0dedd7fc-d36d-4163-a215-72755194fb0e",80,
1013,"2358c063-f740-4a20-b6e0-235af408f510",53,
4965,"66320b15-46dd-4fcd-87df-05e543efd1ad",53,
3627,"69023ed0-3058-4c57-859d-64f5614fc821",83,
3897,"c191ec5a-2aa5-47cb-a6ac-080be155d736",13,
2444,"857262e1-6a39-4c24-94ed-8f447f8654c1",45,
5150,"9eb2d796-5662-4a8d-bc12-1c546b4a8f3a",5,
1809,"63cf318b-73f1-4929-a737-386b2c1ac932",53,
382,"f1e9624a-b76f-4812-9e30-4478f79fbe44",35,
4546,"aaccc78d-1ea9-4c6d-a862-7e939e374e5b",79,
4972,"8f00e3f5-41d2-4ab2-838f-c2908dceba07",94,
2628,"9ad8029f-f829-4035-b2ef-5606a1753a3b",93,
4594,"3d5aa4da-f96b-4c5d-a6d7-a28bb5e67463",90,
5211,"07dba3c4-ca43-4b57-9487-771906cede5b",61,
231,"ca4fa2b7-f0a0-48f7-bdab-7a34a9a01eba",49,
3186,"b0c6e974-095c-4670-853a-1faeb2624958",28,
1596,"21e7b493-0834-4623-b1ea-1cd425aaf5d3",17,
1081,"4716235d-e02c-4f9e-8a5e-fea4d41f65f8",37,
86,"21e7b493-0834-4623-b1ea-1cd425aaf5d3",79,
5538,"84aedeac-14ea-46b9-8f9d-f43d9ff25357",29,
3375,"01eea9be-1fec-421b-ba85-820ed61b2c2e",55,
4563,"3a165de2-3466-415c-b9e9-ea6637dc28fd",79,
4592,"2e531379-e8de-4781-9945-9ca7139be379",70,
3263,"f90f7778-6e07-4358-a0c8-48d2b2b9d229",12,
4589,"181a92f0-e452-49b7-bca1-872e8f6ba005",59,
3421,"8dd10654-747a-4108-be76-bd69472102a7",22,
4571,"39e4b70f-3a54-4520-8aa5-16d894560f9d",87,
3445,"0a91bf2b-9934-47e1-93a4-b70c28976a5e",99,
4314,"ace6ae62-eed4-4101-bd05-1c03a5dcb971",69,
5254,"82ad02c8-1dee-4896-9183-17a44173feb1",24,
133,"dfdd7407-2f91-4983-a69d-8c80fe81deff",36,
1015,"f09d0c98-c3d0-4698-b013-e951d133b4d9",22,
2389,"9064a20b-f7d2-423c-8b55-bdeccde71453",98,
4737,"5e61366a-6adc-4b09-ad5b-55546bda1006",43,
243,"5a518881-309f-4363-a94a-f8c2e4015d65",91,
1539,"ad84208d-547a-4582-a88e-35e14113ea22",29,
3780,"c4c752cd-4033-40e3-8881-ce3096e38db2",51,
305,"b895770d-a1cd-444d-9c1f-5af290093737",89,
2288,"090c37ed-c3da-4a32-8b73-7c3d8863a047",64,
3149,"c3bf233d-77ec-4fd3-86f5-4ff5e30590a7",83,
4187,"4ecf7ef9-95e2-457d-a3a6-257d06af9eb3",10,
3003,"f6ca721b-0954-493f-937b-4713638d6a6c",58,
3123,"e8ef2738-8398-4ffe-9a4d-f335114ec2ce",38,
